"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX5036156","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066240","","19.49","1","80372","40346744","EV434","AMPLICON","METAGENOMIC","PCR"
"SRX5036155","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066239","","19.06","1","78879","39597258","EV435","AMPLICON","METAGENOMIC","PCR"
"SRX5036154","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066238","","14.03","1","57484","28856968","EV432","AMPLICON","METAGENOMIC","PCR"
"SRX5036153","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066237","","11.83","1","47986","24088972","EV433","AMPLICON","METAGENOMIC","PCR"
"SRX5036152","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066236","","20.22","1","79258","39787516","EV422","AMPLICON","METAGENOMIC","PCR"
"SRX5036151","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066235","","21.22","1","84053","42194606","EV421","AMPLICON","METAGENOMIC","PCR"
"SRX5036150","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066234","","26.77","1","106996","53711992","EV424","AMPLICON","METAGENOMIC","PCR"
"SRX5036149","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066233","","23.97","1","93917","47146334","EV423","AMPLICON","METAGENOMIC","PCR"
"SRX5036148","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066232","","17.2","1","54122","27169244","EV316","AMPLICON","METAGENOMIC","PCR"
"SRX5036147","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066231","","24.99","1","80498","40409996","EV315","AMPLICON","METAGENOMIC","PCR"
"SRX5036146","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066230","","16.33","1","52957","26584414","EV319","AMPLICON","METAGENOMIC","PCR"
"SRX5036145","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066229","","11.33","1","36524","18335048","EV318","AMPLICON","METAGENOMIC","PCR"
"SRX5036144","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066228","","16.95","1","68583","34428666","EV426","AMPLICON","METAGENOMIC","PCR"
"SRX5036143","16S RNA gene sequencing of intestinal washes from ex-germ free mice colonized with human aspirates from celiac patients and healthy volunteers","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS4066227","","15.89","1","64834","32546668","EV425","AMPLICON","METAGENOMIC","PCR"
"SRX4312875","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471900","","10.85","1","43325","21749150","EV292","AMPLICON","METAGENOMIC","PCR"
"SRX4312874","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471899","","12.9","1","49950","25074900","EV294","AMPLICON","METAGENOMIC","PCR"
"SRX4312873","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471898","","6.36","1","19318","9852180","EV217","AMPLICON","METAGENOMIC","PCR"
"SRX4312872","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471897","","13.34","1","41360","21093600","EV224","AMPLICON","METAGENOMIC","PCR"
"SRX4312871","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471896","","15.48","1","62103","31175706","EV253","AMPLICON","METAGENOMIC","PCR"
"SRX4312870","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471895","","8.5","1","34198","17167396","EV257","AMPLICON","METAGENOMIC","PCR"
"SRX4312869","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471894","","9.81","1","38033","19092566","EV264","AMPLICON","METAGENOMIC","PCR"
"SRX4312868","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471893","","11.28","1","42583","21376666","EV276","AMPLICON","METAGENOMIC","PCR"
"SRX4312867","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471892","","7.53","1","26746","13426492","EV284","AMPLICON","METAGENOMIC","PCR"
"SRX4312866","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471891","","12.73","1","49031","24613562","EV288","AMPLICON","METAGENOMIC","PCR"
"SRX4312865","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471888","","28.79","1","92995","47427450","EV200","AMPLICON","METAGENOMIC","PCR"
"SRX4312864","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471889","","27.97","1","91364","46595640","EV208","AMPLICON","METAGENOMIC","PCR"
"SRX4312863","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471890","","13.4","1","51945","26076390","EV261","AMPLICON","METAGENOMIC","PCR"
"SRX4312862","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471887","","11.61","1","44543","22360586","EV268","AMPLICON","METAGENOMIC","PCR"
"SRX4312861","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471886","","10.21","1","39887","20023274","EV272","AMPLICON","METAGENOMIC","PCR"
"SRX4312860","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471885","","9.94","1","37044","18596088","EV280","AMPLICON","METAGENOMIC","PCR"
"SRX4312859","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471884","","32.92","1","106248","54186480","EV192","AMPLICON","METAGENOMIC","PCR"
"SRX4312858","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471883","","25.04","1","81593","41612430","EV196","AMPLICON","METAGENOMIC","PCR"
"SRX4312857","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471880","","16.98","1","53636","27354360","EV212","AMPLICON","METAGENOMIC","PCR"
"SRX4312856","16S RNA gene sequencing of duodenoal samples from celiac patients and healthy volunteers","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3471879","","11.24","1","35481","18095310","EV220","AMPLICON","METAGENOMIC","PCR"
"SRX3837790","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085101","","26.76","1","102429","51419358","JM57.4","AMPLICON","METAGENOMIC","PCR"
"SRX3837789","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085100","","21.19","1","78072","39192144","JM57.3","AMPLICON","METAGENOMIC","PCR"
"SRX3837788","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085098","","40.83","1","151252","75928504","JM57.11","AMPLICON","METAGENOMIC","PCR"
"SRX3837787","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085099","","40.37","1","152141","76374782","JM57.10","AMPLICON","METAGENOMIC","PCR"
"SRX3837786","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085097","","90.04","1","342877","172124254","JM57.13","AMPLICON","METAGENOMIC","PCR"
"SRX3837785","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085096","","36.06","1","138439","69496378","JM57.12","AMPLICON","METAGENOMIC","PCR"
"SRX3837784","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085095","","27.8","1","115035","57747570","JM19.1","AMPLICON","METAGENOMIC","PCR"
"SRX3837783","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085094","","34.36","1","127595","64052690","JM57.14","AMPLICON","METAGENOMIC","PCR"
"SRX3837782","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085093","","63.8","1","225235","113067970","JM50.14","AMPLICON","METAGENOMIC","PCR"
"SRX3837781","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085092","","21.94","1","90597","45479694","JM19.3","AMPLICON","METAGENOMIC","PCR"
"SRX3837780","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085091","","34.89","1","134291","67414082","JM123.6","AMPLICON","METAGENOMIC","PCR"
"SRX3837779","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","human gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085090","","30.47","1","117372","58920744","JM123.8","AMPLICON","METAGENOMIC","PCR"
"SRX3837778","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085089","","26.48","1","107597","54013694","Justin13","AMPLICON","METAGENOMIC","PCR"
"SRX3837777","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085088","","31.6","1","112250","56349500","EV243","AMPLICON","METAGENOMIC","PCR"
"SRX3837776","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085087","","34.78","1","125116","62808232","EV242","AMPLICON","METAGENOMIC","PCR"
"SRX3837775","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","mouse gut metagenome","Illumina MiSeq","McMaster University","SRP136344","16S RNA gene sequencing of fecal samples from celiac patients and healthy volunteers, small intestinal washes from mice colonized with human stool samples and small intestinal washes from clean SPF mice colonized with Pseudomonas aeruginosa.","SRS3085086","","38.99","1","136509","68527518","EV241","AMPLICON","METAGENOMIC","PCR"
