"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX14372712","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185509","","29.73","1","102966","51688932","Run999-EV437","AMPLICON","METAGENOMIC","PCR"
"SRX14372711","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185508","","29.8","1","103868","52141736","Run999-EV436","AMPLICON","METAGENOMIC","PCR"
"SRX14372710","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185507","","20.59","1","76830","38568660","LR260-EV374","AMPLICON","METAGENOMIC","PCR"
"SRX14372709","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185506","","18.32","1","70238","35259476","LR260-EV371","AMPLICON","METAGENOMIC","PCR"
"SRX14372708","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185505","","22.28","1","72277","36861270","LR171-EV203","AMPLICON","METAGENOMIC","PCR"
"SRX14372707","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185504","","7.54","1","28237","14174974","LR260-EV370","AMPLICON","METAGENOMIC","PCR"
"SRX14372706","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185503","","22.76","1","86797","43572094","LR260-EV369","AMPLICON","METAGENOMIC","PCR"
"SRX14372705","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185502","","21.9","1","82243","41285986","LR260-EV368","AMPLICON","METAGENOMIC","PCR"
"SRX14372704","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185501","","19.93","1","76095","38199690","LR260-EV367","AMPLICON","METAGENOMIC","PCR"
"SRX14372703","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185500","","19.56","1","74897","37598294","LR260-EV366","AMPLICON","METAGENOMIC","PCR"
"SRX14372702","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185498","","19.26","1","74665","37481830","LR260-EV365","AMPLICON","METAGENOMIC","PCR"
"SRX14372701","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185499","","18.29","1","70790","35536580","LR260-EV364","AMPLICON","METAGENOMIC","PCR"
"SRX14372700","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185497","","14.86","1","57094","28661188","LR260-EV363","AMPLICON","METAGENOMIC","PCR"
"SRX14372699","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185496","","21.21","1","81761","41044022","LR260-EV362","AMPLICON","METAGENOMIC","PCR"
"SRX14372698","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185495","","19.79","1","75922","38112844","LR260-EV361","AMPLICON","METAGENOMIC","PCR"
"SRX14372697","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185494","","21.79","1","74726","37512452","LR177-EV202","AMPLICON","METAGENOMIC","PCR"
"SRX14372696","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185493","","22.3","1","85341","42841182","LR260-EV360","AMPLICON","METAGENOMIC","PCR"
"SRX14372695","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185492","","23.19","1","89333","44845166","LR260-EV359","AMPLICON","METAGENOMIC","PCR"
"SRX14372694","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185491","","8.57","1","32733","16431966","LR260-EV358","AMPLICON","METAGENOMIC","PCR"
"SRX14372693","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185490","","19.06","1","73998","37146996","LR260-EV357","AMPLICON","METAGENOMIC","PCR"
"SRX14372692","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185489","","17.09","1","65622","32942244","LR260-EV356","AMPLICON","METAGENOMIC","PCR"
"SRX14372691","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185488","","19.24","1","74103","37199706","LR260-EV355","AMPLICON","METAGENOMIC","PCR"
"SRX14372690","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185487","","9.36","1","36503","18324506","LR212-EV271","AMPLICON","METAGENOMIC","PCR"
"SRX14372689","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185485","","17.26","1","68994","34634988","LR212-EV270","AMPLICON","METAGENOMIC","PCR"
"SRX14372688","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185486","","6.78","1","26455","13280410","LR212-EV269","AMPLICON","METAGENOMIC","PCR"
"SRX14372687","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185484","","11.61","1","44543","22360586","LR212-EV268","AMPLICON","METAGENOMIC","PCR"
"SRX14372686","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185483","","12.02","1","47546","23868092","LR212-EV267","AMPLICON","METAGENOMIC","PCR"
"SRX14372685","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185482","","25.09","1","79895","40746450","LR171-EV194","AMPLICON","METAGENOMIC","PCR"
"SRX14372684","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185481","","11.31","1","42803","21487106","LR212-EV262","AMPLICON","METAGENOMIC","PCR"
"SRX14372683","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185480","","13.4","1","51945","26076390","LR212-EV261","AMPLICON","METAGENOMIC","PCR"
"SRX14372682","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185479","","13.36","1","54487","27352474","LR212-EV260","AMPLICON","METAGENOMIC","PCR"
"SRX14372681","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185478","","8.91","1","28336","14451360","LR171-EV226","AMPLICON","METAGENOMIC","PCR"
"SRX14372680","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185477","","10.47","1","32045","16342950","LR171-EV225","AMPLICON","METAGENOMIC","PCR"
"SRX14372679","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185476","","13.34","1","41360","21093600","LR171-EV224","AMPLICON","METAGENOMIC","PCR"
"SRX14372678","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185475","","18.79","1","59270","30227700","LR171-EV223","AMPLICON","METAGENOMIC","PCR"
"SRX14372677","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185474","","29.08","1","93269","47567190","LR171-EV222","AMPLICON","METAGENOMIC","PCR"
"SRX14372676","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185473","","6.7","1","20880","10648800","LR171-EV221","AMPLICON","METAGENOMIC","PCR"
"SRX14372675","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185472","","11.24","1","35481","18095310","LR171-EV220","AMPLICON","METAGENOMIC","PCR"
"SRX14372674","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185471","","13.18","1","42039","21439890","LR171-EV193","AMPLICON","METAGENOMIC","PCR"
"SRX14372673","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185470","","73.69","1","267806","134438612","run364-MC364-4","AMPLICON","METAGENOMIC","PCR"
"SRX14372672","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185469","","77.88","1","276312","138708624","run364-MC364-3","AMPLICON","METAGENOMIC","PCR"
"SRX14372671","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185468","","50.07","1","177376","89042752","run364-MC364-24","AMPLICON","METAGENOMIC","PCR"
"SRX14372670","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185466","","61.82","1","224922","112910844","run364-MC364-23","AMPLICON","METAGENOMIC","PCR"
"SRX14372669","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185467","","103.56","1","373562","187528124","run364-MC364-22","AMPLICON","METAGENOMIC","PCR"
"SRX14372668","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185465","","69.61","1","247635","124312770","run364-MC364-21","AMPLICON","METAGENOMIC","PCR"
"SRX14372667","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185464","","86.44","1","317214","159241428","run364-MC364-2","AMPLICON","METAGENOMIC","PCR"
"SRX14372666","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185462","","9.06","1","31453","15789406","run364-MC364-16","AMPLICON","METAGENOMIC","PCR"
"SRX14372665","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185463","","75.28","1","274449","137773398","run364-MC364-13","AMPLICON","METAGENOMIC","PCR"
"SRX14372664","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185460","","19.17","1","60654","30933540","LR171-EV219","AMPLICON","METAGENOMIC","PCR"
"SRX14372663","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185461","","71.74","1","264848","132953696","run364-MC364-12","AMPLICON","METAGENOMIC","PCR"
"SRX14372662","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185459","","73.19","1","258953","129994406","run364-MC364-11","AMPLICON","METAGENOMIC","PCR"
"SRX14372661","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185458","","50","1","181791","91259082","run364-MC364-1","AMPLICON","METAGENOMIC","PCR"
"SRX14372660","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185457","","5.12","1","20302","10397274","run308-MC308-9","AMPLICON","METAGENOMIC","PCR"
"SRX14372659","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185456","","15.08","1","59911","31519244","run308-MC308-8","AMPLICON","METAGENOMIC","PCR"
"SRX14372658","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185455","","15.61","1","58676","29455352","LR260-EV354","AMPLICON","METAGENOMIC","PCR"
"SRX14372657","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185454","","14.66","1","54092","27154184","LR260-EV353","AMPLICON","METAGENOMIC","PCR"
"SRX14372656","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185453","","20","1","73877","37086254","LR260-EV352","AMPLICON","METAGENOMIC","PCR"
"SRX14372655","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185452","","0.52","1","1622","814244","LR260-EV351","AMPLICON","METAGENOMIC","PCR"
"SRX14372654","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185450","","20.85","1","67485","34417350","LR171-EV201","AMPLICON","METAGENOMIC","PCR"
"SRX14372653","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185451","","8.06","1","29339","14728178","LR260-EV350","AMPLICON","METAGENOMIC","PCR"
"SRX14372652","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185449","","8.36","1","29374","14745748","LR260-EV349","AMPLICON","METAGENOMIC","PCR"
"SRX14372651","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185448","","15.93","1","58690","29462380","LR260-EV348","AMPLICON","METAGENOMIC","PCR"
"SRX14372650","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185447","","10.24","1","36794","18470588","LR260-EV347","AMPLICON","METAGENOMIC","PCR"
"SRX14372649","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185446","","18.19","1","66633","33449766","LR260-EV346","AMPLICON","METAGENOMIC","PCR"
"SRX14372648","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185445","","13.47","1","49212","24704424","LR260-EV345","AMPLICON","METAGENOMIC","PCR"
"SRX14372647","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185443","","16.53","1","63159","31705818","LR260-EV344","AMPLICON","METAGENOMIC","PCR"
"SRX14372646","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185444","","14.44","1","54450","27333900","LR260-EV343","AMPLICON","METAGENOMIC","PCR"
"SRX14372645","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185442","","18.02","1","65411","32836322","LR260-EV342","AMPLICON","METAGENOMIC","PCR"
"SRX14372644","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185441","","16.06","1","60325","30283150","LR260-EV341","AMPLICON","METAGENOMIC","PCR"
"SRX14372643","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185440","","28.79","1","92995","47427450","LR171-EV200","AMPLICON","METAGENOMIC","PCR"
"SRX14372642","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185439","","20.06","1","76165","38234830","LR260-EV340","AMPLICON","METAGENOMIC","PCR"
"SRX14372641","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185438","","19.9","1","74816","37557632","LR260-EV339","AMPLICON","METAGENOMIC","PCR"
"SRX14372640","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185437","","15.24","1","60221","30230942","LR212-EV296","AMPLICON","METAGENOMIC","PCR"
"SRX14372639","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185436","","9.52","1","35133","17636766","LR212-EV295","AMPLICON","METAGENOMIC","PCR"
"SRX14372638","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185435","","12.9","1","49950","25074900","LR212-EV294","AMPLICON","METAGENOMIC","PCR"
"SRX14372637","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185434","","12.17","1","45559","22870618","LR212-EV293","AMPLICON","METAGENOMIC","PCR"
"SRX14372636","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185433","","10.85","1","43325","21749150","LR212-EV292","AMPLICON","METAGENOMIC","PCR"
"SRX14372635","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185432","","12.16","1","48540","24367080","LR212-EV291","AMPLICON","METAGENOMIC","PCR"
"SRX14372634","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185430","","15.57","1","61504","30875008","LR212-EV282","AMPLICON","METAGENOMIC","PCR"
"SRX14372633","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185431","","9.53","1","35478","17809956","LR212-EV281","AMPLICON","METAGENOMIC","PCR"
"SRX14372632","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185429","","28.58","1","91932","46885320","LR171-EV199","AMPLICON","METAGENOMIC","PCR"
"SRX14372631","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185428","","9.94","1","37044","18596088","LR212-EV280","AMPLICON","METAGENOMIC","PCR"
"SRX14372630","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185427","","11.77","1","45970","23076940","LR212-EV279","AMPLICON","METAGENOMIC","PCR"
"SRX14372629","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185426","","10.52","1","41949","21058398","LR212-EV274","AMPLICON","METAGENOMIC","PCR"
"SRX14372628","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185424","","10.18","1","38411","19282322","LR212-EV273","AMPLICON","METAGENOMIC","PCR"
"SRX14372627","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185425","","10.21","1","39887","20023274","LR212-EV272","AMPLICON","METAGENOMIC","PCR"
"SRX14372626","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185423","","15.55","1","59142","29689284","run271-MC271-65","AMPLICON","METAGENOMIC","PCR"
"SRX14372625","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185422","","39.16","1","143511","72042522","run271-MC271-64","AMPLICON","METAGENOMIC","PCR"
"SRX14372624","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185421","","26.59","1","97639","49014778","run271-MC271-63","AMPLICON","METAGENOMIC","PCR"
"SRX14372623","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185420","","29.01","1","106486","53455972","run271-MC271-62","AMPLICON","METAGENOMIC","PCR"
"SRX14372622","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185419","","31.26","1","119356","59916712","run271-MC271-57","AMPLICON","METAGENOMIC","PCR"
"SRX14372621","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185418","","11.17","1","41929","21048358","run271-MC271-53","AMPLICON","METAGENOMIC","PCR"
"SRX14372620","16S rRNA gene sequencing from human samples","gut metagenome","Illumina MiSeq","McMaster University","SRP362541","Biogeographic variation and functional pathways of the gut microbiota in celiac disease","SRS12185416","","12.35","1","39178","19980780","LR171-EV214","AMPLICON","METAGENOMIC","PCR"
