"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX13014966","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953025","","25.31","1","77723","46789246","924","AMPLICON","METAGENOMIC","PCR"
"SRX13014965","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953024","","12.96","1","40612","24448424","914","AMPLICON","METAGENOMIC","PCR"
"SRX13014964","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953023","","16.81","1","52452","31576104","854","AMPLICON","METAGENOMIC","PCR"
"SRX13014963","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953022","","19.24","1","60645","36508290","844","AMPLICON","METAGENOMIC","PCR"
"SRX13014962","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953021","","17.08","1","54202","32629604","834","AMPLICON","METAGENOMIC","PCR"
"SRX13014961","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953020","","12.3","1","37221","22407042","824","AMPLICON","METAGENOMIC","PCR"
"SRX13014960","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953019","","15.23","1","47331","28493262","814","AMPLICON","METAGENOMIC","PCR"
"SRX13014959","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953018","","20.89","1","63963","38505726","144","AMPLICON","METAGENOMIC","PCR"
"SRX13014958","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953017","","21.24","1","65582","39480364","734","AMPLICON","METAGENOMIC","PCR"
"SRX13014957","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953016","","19.38","1","60013","36127826","724","AMPLICON","METAGENOMIC","PCR"
"SRX13014956","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953015","","12.15","1","37684","22685768","714","AMPLICON","METAGENOMIC","PCR"
"SRX13014955","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953014","","14.08","1","44525","26804050","654","AMPLICON","METAGENOMIC","PCR"
"SRX13014954","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953013","","16.1","1","50073","30143946","644","AMPLICON","METAGENOMIC","PCR"
"SRX13014953","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953012","","14.62","1","46436","27954472","634","AMPLICON","METAGENOMIC","PCR"
"SRX13014952","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953011","","11.08","1","34293","20644386","624","AMPLICON","METAGENOMIC","PCR"
"SRX13014951","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953010","","13.51","1","42441","25549482","614","AMPLICON","METAGENOMIC","PCR"
"SRX13014950","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953009","","14.22","1","43588","26239976","524","AMPLICON","METAGENOMIC","PCR"
"SRX13014949","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953008","","15.19","1","46245","27839490","514","AMPLICON","METAGENOMIC","PCR"
"SRX13014948","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953007","","18.07","1","55036","33131672","134","AMPLICON","METAGENOMIC","PCR"
"SRX13014947","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953006","","12.75","1","40096","24137792","454","AMPLICON","METAGENOMIC","PCR"
"SRX13014946","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953005","","11.16","1","34174","20572748","444","AMPLICON","METAGENOMIC","PCR"
"SRX13014945","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953004","","12.06","1","37555","22608110","434","AMPLICON","METAGENOMIC","PCR"
"SRX13014944","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953003","","14.81","1","46538","28015876","423","AMPLICON","METAGENOMIC","PCR"
"SRX13014943","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953002","","16.87","1","52125","31379250","414","AMPLICON","METAGENOMIC","PCR"
"SRX13014942","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953001","","16.87","1","52212","31431624","354","AMPLICON","METAGENOMIC","PCR"
"SRX13014941","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10953000","","39.9","1","122630","73823260","2954","AMPLICON","METAGENOMIC","PCR"
"SRX13014940","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952999","","22.78","1","69531","41857662","2944","AMPLICON","METAGENOMIC","PCR"
"SRX13014939","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952998","","30.43","1","93647","56375494","2934","AMPLICON","METAGENOMIC","PCR"
"SRX13014938","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952997","","27.52","1","84087","50620374","2924","AMPLICON","METAGENOMIC","PCR"
"SRX13014937","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952996","","29.41","1","91158","54877116","2914","AMPLICON","METAGENOMIC","PCR"
"SRX13014936","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952995","","26.01","1","79072","47601344","2854","AMPLICON","METAGENOMIC","PCR"
"SRX13014935","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952994","","13.88","1","43575","26232150","344","AMPLICON","METAGENOMIC","PCR"
"SRX13014934","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952993","","18.32","1","56210","33838420","2844","AMPLICON","METAGENOMIC","PCR"
"SRX13014933","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952992","","24.31","1","74867","45069934","2834","AMPLICON","METAGENOMIC","PCR"
"SRX13014932","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952991","","27.62","1","84001","50568602","2824","AMPLICON","METAGENOMIC","PCR"
"SRX13014931","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952990","","29.56","1","91871","55306342","2814","AMPLICON","METAGENOMIC","PCR"
"SRX13014930","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952989","","32.95","1","101013","60809826","2754","AMPLICON","METAGENOMIC","PCR"
"SRX13014929","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952988","","28.21","1","86618","52144036","2744","AMPLICON","METAGENOMIC","PCR"
"SRX13014928","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952987","","29.82","1","92016","55393632","2734","AMPLICON","METAGENOMIC","PCR"
"SRX13014927","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952986","","24.06","1","72662","43742524","2724","AMPLICON","METAGENOMIC","PCR"
"SRX13014926","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952985","","27.96","1","85518","51481836","2714","AMPLICON","METAGENOMIC","PCR"
"SRX13014925","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952984","","21.06","1","65174","39234748","2654","AMPLICON","METAGENOMIC","PCR"
"SRX13014924","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952983","","29.79","1","93112","56053424","334","AMPLICON","METAGENOMIC","PCR"
"SRX13014923","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952982","","25.4","1","77839","46859078","2644","AMPLICON","METAGENOMIC","PCR"
"SRX13014922","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952981","","22.68","1","70254","42292908","2634","AMPLICON","METAGENOMIC","PCR"
"SRX13014921","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952980","","22.55","1","70046","42167692","2624","AMPLICON","METAGENOMIC","PCR"
"SRX13014920","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952979","","24.66","1","75805","45634610","2614","AMPLICON","METAGENOMIC","PCR"
"SRX13014919","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952978","","20.85","1","64319","38720038","2554","AMPLICON","METAGENOMIC","PCR"
"SRX13014918","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952977","","17.34","1","52538","31627876","2544","AMPLICON","METAGENOMIC","PCR"
"SRX13014917","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952976","","19.54","1","60287","36292774","2534","AMPLICON","METAGENOMIC","PCR"
"SRX13014916","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952975","","26.9","1","84293","50744386","2524","AMPLICON","METAGENOMIC","PCR"
"SRX13014915","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952974","","25.54","1","78612","47324424","2514","AMPLICON","METAGENOMIC","PCR"
"SRX13014914","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952973","","22.89","1","70330","42338660","2434","AMPLICON","METAGENOMIC","PCR"
"SRX13014913","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952972","","34.68","1","109921","66172442","324","AMPLICON","METAGENOMIC","PCR"
"SRX13014912","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952971","","30.98","1","96328","57989456","2424","AMPLICON","METAGENOMIC","PCR"
"SRX13014911","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952970","","23.1","1","71392","42977984","2414","AMPLICON","METAGENOMIC","PCR"
"SRX13014910","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952969","","33.66","1","105483","63500766","2354","AMPLICON","METAGENOMIC","PCR"
"SRX13014909","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952968","","25.52","1","78658","47352116","2344","AMPLICON","METAGENOMIC","PCR"
"SRX13014908","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952967","","20.72","1","64128","38605056","2334","AMPLICON","METAGENOMIC","PCR"
"SRX13014907","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952966","","32.31","1","100555","60534110","2324","AMPLICON","METAGENOMIC","PCR"
"SRX13014906","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952965","","24.52","1","75856","45665312","2314","AMPLICON","METAGENOMIC","PCR"
"SRX13014905","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952964","","26.87","1","81462","49040124","2254","AMPLICON","METAGENOMIC","PCR"
"SRX13014904","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952963","","30.28","1","90931","54740462","2244","AMPLICON","METAGENOMIC","PCR"
"SRX13014903","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952962","","31.64","1","95434","57451268","2234","AMPLICON","METAGENOMIC","PCR"
"SRX13014902","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952961","","33.2","1","104787","63081774","314","AMPLICON","METAGENOMIC","PCR"
"SRX13014901","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952960","","22.25","1","67752","40786704","124","AMPLICON","METAGENOMIC","PCR"
"SRX13014900","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952959","","12.51","1","38398","23115596","114","AMPLICON","METAGENOMIC","PCR"
"SRX13014899","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952958","","30.13","1","92010","55390020","2224","AMPLICON","METAGENOMIC","PCR"
"SRX13014898","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952957","","23.35","1","70358","42355516","2214","AMPLICON","METAGENOMIC","PCR"
"SRX13014897","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952956","","28.03","1","86232","51911664","2154","AMPLICON","METAGENOMIC","PCR"
"SRX13014896","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952955","","29.44","1","90849","54691098","2144","AMPLICON","METAGENOMIC","PCR"
"SRX13014895","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952954","","33.14","1","99779","60066958","2134","AMPLICON","METAGENOMIC","PCR"
"SRX13014894","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952953","","25.68","1","80197","48278594","2124","AMPLICON","METAGENOMIC","PCR"
"SRX13014893","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952952","","25.76","1","81601","49123802","2114","AMPLICON","METAGENOMIC","PCR"
"SRX13014892","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952951","","19.04","1","56951","34284502","2054","AMPLICON","METAGENOMIC","PCR"
"SRX13014891","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952950","","20.66","1","61855","37236710","2044","AMPLICON","METAGENOMIC","PCR"
"SRX13014890","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952949","","21.98","1","67687","40747574","2034","AMPLICON","METAGENOMIC","PCR"
"SRX13014889","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952948","","16.31","1","49183","29608166","254","AMPLICON","METAGENOMIC","PCR"
"SRX13014888","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952947","","38.21","1","118645","71424290","2024","AMPLICON","METAGENOMIC","PCR"
"SRX13014887","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952946","","18","1","54519","32820438","2014","AMPLICON","METAGENOMIC","PCR"
"SRX13014886","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952945","","19.24","1","60285","36291570","1954","AMPLICON","METAGENOMIC","PCR"
"SRX13014885","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952944","","22.63","1","70263","42298326","1944","AMPLICON","METAGENOMIC","PCR"
"SRX13014884","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952943","","21.36","1","66674","40137748","1934","AMPLICON","METAGENOMIC","PCR"
"SRX13014883","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952942","","15.76","1","48220","29028440","1924","AMPLICON","METAGENOMIC","PCR"
"SRX13014882","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952941","","18.06","1","56638","34096076","1914","AMPLICON","METAGENOMIC","PCR"
"SRX13014881","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952940","","19.68","1","61902","37265004","1854","AMPLICON","METAGENOMIC","PCR"
"SRX13014880","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952939","","20.97","1","65058","39164916","1844","AMPLICON","METAGENOMIC","PCR"
"SRX13014879","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952938","","18.22","1","56255","33865510","1834","AMPLICON","METAGENOMIC","PCR"
"SRX13014878","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952937","","28.8","1","88121","53048842","244","AMPLICON","METAGENOMIC","PCR"
"SRX13014877","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952936","","21.3","1","66800","40213600","1824","AMPLICON","METAGENOMIC","PCR"
"SRX13014876","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952935","","22.48","1","70044","42166488","1814","AMPLICON","METAGENOMIC","PCR"
"SRX13014875","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952934","","21.28","1","66853","40245506","1754","AMPLICON","METAGENOMIC","PCR"
"SRX13014874","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952933","","15.36","1","45509","27396418","1744","AMPLICON","METAGENOMIC","PCR"
"SRX13014873","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952932","","17.09","1","52862","31822924","1734","AMPLICON","METAGENOMIC","PCR"
"SRX13014872","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952931","","19.57","1","60520","36433040","1724","AMPLICON","METAGENOMIC","PCR"
"SRX13014871","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952930","","22.2","1","68912","41485024","1714","AMPLICON","METAGENOMIC","PCR"
"SRX13014870","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952929","","14.55","1","44620","26861240","1654","AMPLICON","METAGENOMIC","PCR"
"SRX13014869","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952928","","19.04","1","58666","35316932","1644","AMPLICON","METAGENOMIC","PCR"
"SRX13014868","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952927","","18.8","1","57375","34539750","1634","AMPLICON","METAGENOMIC","PCR"
"SRX13014867","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952926","","17.82","1","54760","32965520","234","AMPLICON","METAGENOMIC","PCR"
"SRX13014866","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952925","","22.88","1","70932","42701064","1624","AMPLICON","METAGENOMIC","PCR"
"SRX13014865","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952924","","14.41","1","43446","26154492","1614","AMPLICON","METAGENOMIC","PCR"
"SRX13014864","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952923","","16.28","1","49604","29861608","1554","AMPLICON","METAGENOMIC","PCR"
"SRX13014863","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952922","","18.9","1","58153","35008106","1544","AMPLICON","METAGENOMIC","PCR"
"SRX13014862","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952921","","22.61","1","69346","41746292","1534","AMPLICON","METAGENOMIC","PCR"
"SRX13014861","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952920","","13.89","1","42760","25741520","1524","AMPLICON","METAGENOMIC","PCR"
"SRX13014860","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952919","","14.02","1","43408","26131616","1514","AMPLICON","METAGENOMIC","PCR"
"SRX13014859","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952918","","17.15","1","52794","31781988","1454","AMPLICON","METAGENOMIC","PCR"
"SRX13014858","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952917","","14.97","1","46681","28101962","1444","AMPLICON","METAGENOMIC","PCR"
"SRX13014857","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952916","","8.25","1","24908","14994616","1434","AMPLICON","METAGENOMIC","PCR"
"SRX13014856","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952915","","19.97","1","60632","36500464","224","AMPLICON","METAGENOMIC","PCR"
"SRX13014855","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952914","","13.88","1","42782","25754764","1424","AMPLICON","METAGENOMIC","PCR"
"SRX13014854","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952913","","15.22","1","47676","28700952","1414","AMPLICON","METAGENOMIC","PCR"
"SRX13014853","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952912","","17.86","1","54287","32680774","1354","AMPLICON","METAGENOMIC","PCR"
"SRX13014852","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952911","","13.12","1","39986","24071572","1344","AMPLICON","METAGENOMIC","PCR"
"SRX13014851","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952910","","16.39","1","50036","30121672","1334","AMPLICON","METAGENOMIC","PCR"
"SRX13014850","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952909","","16.66","1","51022","30715244","1324","AMPLICON","METAGENOMIC","PCR"
"SRX13014849","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952908","","35.96","1","107471","64574458","1314","AMPLICON","METAGENOMIC","PCR"
"SRX13014848","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952907","","16.79","1","51895","31240790","1254","AMPLICON","METAGENOMIC","PCR"
"SRX13014847","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952906","","15.51","1","49227","29634654","1244","AMPLICON","METAGENOMIC","PCR"
"SRX13014846","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952905","","17.22","1","54924","33064248","1234","AMPLICON","METAGENOMIC","PCR"
"SRX13014845","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952904","","18.34","1","56829","34211058","214","AMPLICON","METAGENOMIC","PCR"
"SRX13014844","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952903","","19.24","1","59630","35897260","1224","AMPLICON","METAGENOMIC","PCR"
"SRX13014843","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952902","","19.65","1","60802","36602804","1214","AMPLICON","METAGENOMIC","PCR"
"SRX13014842","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952901","","21.7","1","66498","40031796","1134","AMPLICON","METAGENOMIC","PCR"
"SRX13014841","Gluten_Challenge","gut metagenome","Illumina MiSeq","Columbia University","SRP344810","Gluten Challenge","SRS10952900","","23.48","1","71328","42939456","1124","AMPLICON","METAGENOMIC","PCR"
