"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX1622032","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269793","","41.71","1","102544","61288685","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622031","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269792","","35.09","1","88475","52987516","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622030","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269791","","27.46","1","70054","41844353","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622029","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269790","","46.36","1","118011","70675195","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622028","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269789","","28.57","1","70821","42371706","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622027","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269788","","8.56","1","20807","12444928","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622026","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269787","","24.55","1","60199","36016046","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622025","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269786","","1.19","1","2733","1636333","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622024","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269785","","742.84","1","1859947","1111569614","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622023","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269784","","8.22","1","20169","12077526","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622022","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269783","","48.03","1","117134","70144099","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622021","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269782","","19.63","1","48959","29269437","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622020","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269781","","3.9","1","9365","5607854","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622019","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269780","","88.26","1","218990","130986773","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622018","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269779","","56.6","1","140271","83857611","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622017","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269778","","71.43","1","176960","105666759","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622016","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269777","","47.73","1","119413","71407945","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622015","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269776","","110.54","1","281418","168428956","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622014","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269775","","32.97","1","83741","50077548","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622013","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269774","","8.99","1","22968","13743397","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622012","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269773","","71.29","1","180868","108101058","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622011","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269772","","55.87","1","143441","85751164","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622010","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269771","","44.44","1","113166","67710363","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622009","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269770","","89.04","1","229339","137199405","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622008","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269769","","24.39","1","62377","37316511","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622007","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269768","","55.02","1","139983","83763348","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622006","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269767","","38.37","1","98349","58865908","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622005","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269766","","40.39","1","102394","61223065","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622004","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269765","","42.1","1","106885","63942223","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622003","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269764","","40.72","1","102416","61281725","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622002","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269763","","39.57","1","0","0","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622001","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269762","","18.8","1","0","0","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1622000","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269761","","39.78","1","98573","58694496","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621999","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269760","","28.25","1","71462","42542030","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621998","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269759","","42.56","1","108167","64489350","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621997","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269758","","52.2","1","134312","79959401","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621996","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269757","","10.66","1","27312","16100065","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621995","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269756","","79.86","1","205071","122294670","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621994","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269755","","22.49","1","57528","34186615","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621993","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269754","","26.67","1","68651","40600899","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621992","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269753","","19.15","1","48930","29048121","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621991","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269752","","34.32","1","86974","51917530","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621990","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269751","","12.41","1","31358","18573334","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621989","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269750","","8.87","1","22701","13457321","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621988","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269749","","44.22","1","110528","66026891","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621987","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269748","","27.08","1","68295","40636134","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621986","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269747","","21.96","1","54991","32803529","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621985","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269746","","33.29","1","84989","50559227","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621984","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269745","","18.2","1","46678","27619483","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621983","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269744","","15.35","1","0","0","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621982","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269743","","18.72","1","47078","28070986","unspecified","AMPLICON","METAGENOMIC","PCR"
"ERX1621981","Illumina MiSeq paired end sequencing","uncultured bacterium","Illumina MiSeq","BiGeA","ERP016623","Effect of Bifidobacterium breve on the intestinal microbiota of coeliac children on a gluten free diet.","ERS1269742","","39.83","1","100461","59853763","unspecified","AMPLICON","METAGENOMIC","PCR"
